ID,Award Name,Organization,Purpose,Level of Study,Award Type,Award Amount,Deadline
9999626,AACR Minority Scholar in Cancer Research Awards,American Association for Cancer Research,To provide opportunities increase the scientific knowledge base of minority scientists and to encourage them to pursue careers in cancer research.,"Graduate Degree
Professional Development",Scholarship,N/A,November
9999689,AACT Research Award,American Academy of Clinical Toxicology,To provide competitive funding for clinical research that encourages the development of new therapies and treatment and adds to the understanding of the principles and practice of clinical toxicology.,Professional Development,Grant,"$1,000
$5,000",November
2015459,Aaliyah Lee Scholarship,National Parent Volunteer Association,This scholarship honors the memory of Aaliyah Lee who committed herself to the educational opportunities of her children. Each year NPVA offers merit-based scholarships for students who are committed to volunteering and making a difference in their communities. Our scholarships are open to students pursuing undergraduate and graduate degrees.,"Associate Degree
Bachelor's Degree
Graduate Degree
High School",Scholarship,"$1,000 ",November
9999681,AAN International Scholarship Award,American Academy of Neurology,To provide prestigious award given to early career neurologists and neurology trainees outside the US to attend the AAN Annual Meeting.,N/A,"Prize
Scholarship","$2,500 ",November
9999527,AAUW American Dissertation Fellowships,American Association of University Women,To support female doctoral candidates and scholars completing dissertations and seeking funds for postdoctoral research leave from accredited institutions.,"Graduate Degree
Professional Development",Fellowship,"$25,000 ",November
9999980,AAUW American Fellowships,AAUW Legal Advocacy Fund,"To support women scholars who are pursuing full-time study to complete dissertations, conducting postdoctoral research full time, or preparing research for publication for eight consecutive weeks.",N/A,Fellowship,"$8,000
$25,000
$50,000",November
9999979,AAUW Career Development Grants,AAUW Legal Advocacy Fund,"To provide funding to women who hold a bachelor’s degree and are preparing to advance or change careers or re-enter the workforce in education; health and medical sciences; science, technology, engineering, and math (STEM); or social sciences.","Associate Degree
Bachelor's Degree
Graduate Degree",Grant,"$2,000
$20,000",November
9999526,AAUW Career Development Grants,American Association of University Women,"To provide funding to women who hold a bachelor’s degree and are preparing to advance or change careers or re-enter the workforce in education; health and medical sciences; science, technology, engineering, and math (STEM); or social sciences.","Associate Degree
Bachelor's Degree
Graduate Degree",Grant,"$2,000
$20,000",November
9999525,AAUW International Fellowships,American Association of University Women,To provides support for women pursuing full-time graduate or postdoctoral study.,"Graduate Degree
Professional Development",Fellowship,"$20,000
$50,000",November
9999978,AAUW International Fellowships,AAUW Legal Advocacy Fund,To provides support for women pursuing full-time graduate or postdoctoral study.,"Graduate Degree
Professional Development",Fellowship,"$20,000
$50,000",November
9999977,AAUW Selected Professions Fellowships,AAUW Legal Advocacy Fund,To award women who intend to pursue a full-time course of study at accredited institutions during the fellowship year.,Graduate Degree,Fellowship,"$20,000 ",November
9999524,AAUW Selected Professions Fellowships,American Association of University Women,To award women who intend to pursue a full-time course of study at accredited institutions during the fellowship year.,Graduate Degree,Fellowship,"$20,000 ",November
9999501,ABA Doctoral Traveling Fellowship,American Burn Association,To recognize a board certified/board eligible surgeons who have completed a burn fellowship.,Professional Development,Fellowship,N/A,November
9990590,Abe Fellowship,Social Science Research Council,To foster the development of a new generation of researchers who are interested in policy-relevant topics of long-range importance and who are willing to become key members of a bilateral and global research network built around international multidisciplinary research on topics of pressing global concern.,"Graduate Degree
Professional Development",Fellowship,N/A,November
9999442,ACI Baker Student Fellowships,American Concrete Institute,"To promote undergraduate students entering their junior or senior year with an interest in a career in the construction industry and studying in a civil engineering, structural engineering, or construction industry management program. Internship is requir","Associate Degree
Bachelor's Degree
Graduate Degree
High School
Professional Development
Vocational",Fellowship,N/A,November
9999450,ACI BASF Construction Chemicals Student Fellowship,American Concrete Institute,To support high-potential undergraduate and graduate students whose studies relate to concrete.,"Bachelor's Degree
Graduate Degree",Fellowship,N/A,November
9999449,ACI Cagley Student Fellowship,American Concrete Institute,To support high-potential undergraduate and graduate students whose studies relate to concrete.,"Bachelor's Degree
Graduate Degree",Fellowship,N/A,November
9999448,ACI Charles Pankow Student Fellowship,American Concrete Institute,"To promote progress, innovation, and collaboration in the concrete industry through strategic investments in ideas, research, and people to create the future of the concrete industry.","Bachelor's Degree
Graduate Degree",Fellowship,N/A,November
9999447,ACI Elmer Baker Student Fellowship,American Concrete Institute,To support high-potential graduate students whose studies relate to concrete.,"Bachelor's Degree
Graduate Degree",Fellowship,N/A,November
9999446,ACI Foundation Scholarships,American Concrete Institute,To provide granted based on the availability of contributions received.,"Bachelor's Degree
Graduate Degree",Scholarship,N/A,November
9999445,ACI President's Fellowships,American Concrete Institute,To support high-potential graduate students whose studies relate to concrete.,Graduate Degree,Fellowship,N/A,November
9999444,ACI Richard N. White Student Fellowship,American Concrete Institute,To support high-potential undergraduate and graduate students whose studies relate to concrete.,"Bachelor's Degree
Graduate Degree",Fellowship,N/A,November
2015298,Acker Warren Fresh Start Scholarship,Acker Warren P.C.,"Acker Warren hopes to help first-time college freshmen to find a fresh start, too. We understand that education is expensive, and we hope that the Acker Warren Fresh Start Scholarship helps students get one step closer to achieving their goals. Twice a year our Arlington, Texas firm provides two awards, each worth $1,000, to students who are starting their college careers.",Bachelor's Degree,Scholarship,"$1,000 ",November
9999473,ACS Award for Research at an Undergraduate Institution,American Chemical Society,"To recognize the importance of research with undergraduates; to recognizes fundamental research that constitutes advances in science as evidenced by refereed publications with undergraduate coauthors in leading scientific research journals, external research grant support, and the subsequent professional development of students who have participated in the research program.","Bachelor's Degree
Professional Development","Grant
Prize
Scholarship","$2,500
$5,000",November
